recclass,count,unique_names,shannon_obs,shannon_null_mean,shannon_null_std,shannon_effect,shannon_zscore,shannon_pvalue,simpson_obs,simpson_null_mean,simpson_null_std,simpson_effect,simpson_zscore,simpson_pvalue,shannon_fdr_q,simpson_fdr_q
LL3.1,6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
LL3.1-3.5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL3.10,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
LL3.15,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
LL3.2,14,14,2.6390573296152584,2.639057329615258,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9285714285714286,0.9285714285714288,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
LL3.3,15,15,2.70805020110221,2.70805020110221,0.0,0.0,0.0,1.0,0.9333333333333333,0.9333333333333335,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
LL3.4,20,20,2.995732273553991,2.9957322735539904,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.95,0.9499999999999997,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
LL3.5,17,17,2.833213344056216,2.8332133440562166,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9411764705882353,0.9411764705882354,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
LL3.6,17,17,2.833213344056216,2.8332133440562166,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9411764705882353,0.9411764705882354,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
LL3.7,26,26,3.2580965380214826,3.258096538021483,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9615384615384616,0.9615384615384616,0.0,0.0,0.0,1.0,1.0,1.0
LL3.7-6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL3.8,28,28,3.3322045101752034,3.332204510175203,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9642857142857143,0.964285714285714,3.3306690738754696e-16,3.3306690738754696e-16,1.0,1.0,1.0,1.0
LL3.8-4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL3.8-6,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
LL3.9,16,16,2.772588722239781,2.7725887222397816,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9375,0.9375,0.0,0.0,0.0,1.0,1.0,1.0
LL3.9/4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL3/4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL4,268,268,5.5909869805108565,5.590986980510858,1.7763568394002505e-15,-1.7763568394002505e-15,-1.0,1.0,0.996268656716418,0.9962686567164183,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
LL4-5,10,10,2.3025850929940455,2.302585092994045,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9,0.9000000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
LL4-6,34,34,3.5263605246161616,3.526360524616161,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9705882352941176,0.9705882352941175,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
LL4/5,5,5,1.6094379124341005,1.6094379124340998,6.661338147750939e-16,6.661338147750939e-16,1.0,1.0,0.7999999999999999,0.8,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
LL4/6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL5,2766,2766,7.925157512224702,7.925157512224701,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9996384671005062,0.9996384671005063,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
LL5-6,40,40,3.6888794541139363,3.6888794541139367,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.975,0.9749999999999998,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
LL5-7,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL5/6,48,48,3.8712010109078907,3.87120101090789,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9791666666666666,0.9791666666666665,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
LL6,2043,2043,7.622174594817622,7.622174594817622,0.0,0.0,0.0,1.0,0.9995105237395986,0.9995105237395984,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
LL6 ,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
LL6(?),1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL6-an,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL6-melt breccia,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
LL6/7,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
LL7,22,22,3.091042453358316,3.0910424533583156,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9545454545454546,0.9545454545454548,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
LL7(?),1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL<3.5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL~3,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
LL~4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL~4/5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
LL~5,9,9,2.1972245773362196,2.197224577336219,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8888888888888888,0.8888888888888892,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
LL~6,5,5,1.6094379124341005,1.6094379124340998,6.661338147750939e-16,6.661338147750939e-16,1.0,1.0,0.7999999999999999,0.8,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
Lodranite,40,40,3.6888794541139363,3.6888794541139367,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.975,0.9749999999999998,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
Lodranite-an,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Lunar,41,41,3.713572066704308,3.7135720667043084,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.975609756097561,0.9756097560975612,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
Lunar (anorth),69,69,4.23410650459726,4.234106504597259,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9855072463768116,0.9855072463768119,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
Lunar (bas. breccia),2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Lunar (bas/anor),2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Lunar (bas/gab brec),1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Lunar (basalt),16,16,2.772588722239781,2.7725887222397816,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.9375,0.9375,0.0,0.0,0.0,1.0,1.0,1.0
Lunar (feldsp. breccia),27,27,3.2958368660043287,3.2958368660043282,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.962962962962963,0.9629629629629631,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
Lunar (gabbro),6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
Lunar (norite),1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L~3,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L~4,10,10,2.3025850929940455,2.302585092994045,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9,0.9000000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
L~4-6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
L~5,32,32,3.4657359027997265,3.465735902799727,4.440892098500626e-16,-4.440892098500626e-16,-1.0,1.0,0.96875,0.96875,0.0,0.0,0.0,1.0,1.0,1.0
L~6,94,94,4.543294782270004,4.543294782270004,0.0,0.0,0.0,1.0,0.9893617021276596,0.9893617021276595,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
Martian,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Martian (OPX),1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Martian (basaltic breccia),2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Martian (chassignite),2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Martian (nakhlite),14,14,2.6390573296152584,2.639057329615258,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9285714285714286,0.9285714285714288,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
Martian (shergottite),99,99,4.59511985013459,4.59511985013459,0.0,0.0,0.0,1.0,0.98989898989899,0.9898989898989898,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
Mesosiderite,137,137,4.919980925828125,4.919980925828126,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9927007299270073,0.9927007299270072,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
Mesosiderite-A,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Mesosiderite-A1,6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
Mesosiderite-A2,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
Mesosiderite-A3,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
Mesosiderite-A3/4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Mesosiderite-A4,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
Mesosiderite-B,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
Mesosiderite-B1,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
Mesosiderite-B2,5,5,1.6094379124341005,1.6094379124340998,6.661338147750939e-16,6.661338147750939e-16,1.0,1.0,0.7999999999999999,0.8,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
Mesosiderite-B4,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
Mesosiderite-C,7,7,1.9459101490553132,1.9459101490553128,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8571428571428572,0.8571428571428574,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
Mesosiderite-C2,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
Mesosiderite-an,6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
Mesosiderite?,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
OC,79,79,4.3694478524670215,4.3694478524670215,0.0,0.0,0.0,1.0,0.9873417721518988,0.9873417721518988,0.0,0.0,0.0,1.0,1.0,1.0
OC3,8,8,2.0794415416798357,2.0794415416798357,0.0,0.0,0.0,1.0,0.875,0.875,0.0,0.0,0.0,1.0,1.0,1.0
Pallasite,35,35,3.5553480614894135,3.5553480614894135,0.0,0.0,0.0,1.0,0.9714285714285714,0.9714285714285714,0.0,0.0,0.0,1.0,1.0,1.0
"Pallasite, PES",4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
"Pallasite, PMG",38,38,3.6375861597263857,3.6375861597263848,8.881784197001252e-16,8.881784197001252e-16,1.0,1.0,0.9736842105263158,0.9736842105263156,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
"Pallasite, PMG-an",11,11,2.3978952727983707,2.3978952727983716,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9090909090909091,0.9090909090909087,3.3306690738754696e-16,3.3306690738754696e-16,1.0,1.0,1.0,1.0
"Pallasite, ungrouped",5,5,1.6094379124341005,1.6094379124340998,6.661338147750939e-16,6.661338147750939e-16,1.0,1.0,0.7999999999999999,0.8,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
Pallasite?,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
R3,15,15,2.70805020110221,2.70805020110221,0.0,0.0,0.0,1.0,0.9333333333333333,0.9333333333333335,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,1.0,1.0
R3-4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3-5,6,6,1.791759469228055,1.7917594692280547,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,1.0
R3-6,10,10,2.3025850929940455,2.302585092994045,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.9,0.9000000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
R3.4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3.5-4,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3.5-6,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3.6,3,3,1.0986122886681096,1.0986122886681091,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.6666666666666667,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
R3.7,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
R3.8,9,9,2.1972245773362196,2.197224577336219,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8888888888888888,0.8888888888888892,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
R3.8-5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R3.8-6,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
R3.9,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
R3/4,2,2,0.6931471805599453,0.6931471805599454,1.1102230246251565e-16,-1.1102230246251565e-16,-1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0
R4,42,42,3.7376696182833684,3.7376696182833693,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9761904761904762,0.9761904761904762,0.0,0.0,0.0,1.0,1.0,1.0
R4/5,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
R5,20,20,2.995732273553991,2.9957322735539904,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.95,0.9499999999999997,2.220446049250313e-16,2.220446049250313e-16,1.0,1.0,1.0,1.0
R6,9,9,2.1972245773362196,2.197224577336219,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8888888888888888,0.8888888888888892,3.3306690738754696e-16,-3.3306690738754696e-16,-1.0,1.0,1.0,1.0
Relict H,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Relict OC,65,65,4.174387269895637,4.174387269895638,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9846153846153847,0.9846153846153847,0.0,0.0,0.0,1.0,1.0,1.0
Relict iron,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Stone-uncl,50,50,3.912023005428146,3.912023005428146,0.0,0.0,0.0,1.0,0.98,0.9800000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
Stone-ung,1,1,-0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
Unknown,7,7,1.9459101490553132,1.9459101490553128,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.8571428571428572,0.8571428571428574,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
Ureilite,300,300,5.703782474656201,5.703782474656202,8.881784197001252e-16,-8.881784197001252e-16,-1.0,1.0,0.9966666666666667,0.9966666666666666,1.1102230246251565e-16,1.1102230246251565e-16,1.0,1.0,1.0,1.0
Ureilite-an,4,4,1.3862943611198906,1.3862943611198908,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0
Ureilite-pmict,23,23,3.1354942159291497,3.1354942159291497,0.0,0.0,0.0,1.0,0.9565217391304348,0.9565217391304348,0.0,0.0,0.0,1.0,1.0,1.0
Winonaite,25,25,3.2188758248682,3.2188758248681997,4.440892098500626e-16,4.440892098500626e-16,1.0,1.0,0.96,0.9600000000000002,2.220446049250313e-16,-2.220446049250313e-16,-1.0,1.0,1.0,1.0
