recclass,count,cv_obs,cv_null_mean_null2,cv_zscore_null2,cv_pvalue_null2,cv_fdr_q_null2,cv_null_mean_null3,cv_zscore_null3,cv_pvalue_null3,cv_fdr_q_null3,cv_null_mean_null4,cv_zscore_null4,cv_pvalue_null4,cv_fdr_q_null4,survives_null2,survives_null3,survives_null4,nulls_survived
"Iron, IIAB",117,6.6589149430159145,5.6368751400183195,0.43750950680089074,0.616,0.8743225806451613,6.085281785553873,0.24506099461629413,0.82,0.9810526315789475,5.887518005745012,0.3268306737268216,0.72,0.9119170984455959,False,False,False,0
"Iron, IIC",8,1.0244924835386435,1.5594791737332196,-0.8924697154303487,0.428,0.8598473282442748,1.622040122573435,-1.0698201911065681,0.316,0.8530612244897958,1.5255749663569804,-0.8734080672942445,0.428,0.8672463768115942,False,False,False,0
"Iron, IID",19,1.9507339298698876,2.3513277887204587,-0.45871300694950545,0.784,0.9223529411764707,2.3800001650405034,-0.4867988561311948,0.764,0.9810526315789475,2.3182425606273864,-0.4147139098044935,0.836,0.9242211055276381,False,False,False,0
"Iron, IIE",14,1.73088023400597,2.1468764036905483,-0.5942144765702476,0.636,0.8745,2.2001683546615833,-0.6655900790899358,0.628,0.9504,2.1414312770661286,-0.54574181495325,0.752,0.9119170984455959,False,False,False,0
"Iron, IIE-an",7,1.6201279259663304,1.5293171272538229,0.18232206213028437,0.804,0.935873015873016,1.6064615356333016,0.028089792264976925,0.9,0.9810526315789475,1.5004028148785196,0.24810386161423156,0.74,0.9119170984455959,False,False,False,0
"Iron, IIF",6,0.7329951385684668,1.2886105043809066,-1.1244950242460579,0.256,0.8131645569620253,1.3783228069760807,-1.292619036612231,0.2,0.8221052631578947,1.289215957597688,-1.0883237978277747,0.304,0.7652173913043478,False,False,False,0
"Iron, IIG",6,0.5603431893982307,1.2921513191012537,-1.443740151479278,0.12,0.613953488372093,1.3222484127826093,-1.5246431775484495,0.096,0.8221052631578947,1.3113324211524422,-1.413209104235507,0.16,0.7516666666666666,False,False,False,0
"Iron, IIIAB",284,7.941048215211246,8.676203149315384,-0.21296276540691614,0.908,0.9603846153846155,8.463225845690477,-0.21384865693398028,0.72,0.9810526315789475,8.758846238211046,-0.2357181503304869,0.896,0.9464150943396227,False,False,False,0
"Iron, IIIE",14,3.4635105848395953,2.01543630000302,1.9122879969054614,0.104,0.613953488372093,2.104189336264548,1.7907331403884108,0.136,0.8221052631578947,1.996007060425712,1.8133504623835777,0.116,0.7516666666666666,False,False,False,0
"Iron, IIIF",9,1.344005314588879,1.6567083359113386,-0.5126017582621719,0.74,0.9093333333333333,1.6933114192665646,-0.5876080505402181,0.648,0.9504,1.66328830480836,-0.4985651506413861,0.724,0.9119170984455959,False,False,False,0
"Iron, IVA",67,6.82673070420837,4.36224190397771,1.3337436250265273,0.32,0.830561797752809,4.57405580955535,1.2249220253191362,0.368,0.8530612244897958,4.191993974637096,1.463372355301381,0.276,0.7652173913043478,False,False,False,0
"Iron, IVA-an",6,0.9300874474284831,1.2663506316656423,-0.6730562070444096,0.572,0.8742857142857142,1.319257303381674,-0.8011631808550065,0.508,0.9391596638655463,1.2861872968171457,-0.6810595247217607,0.596,0.8912820512820512,False,False,False,0
"Iron, IVB",14,3.5722202025019776,2.048720279502202,1.9263097610071362,0.068,0.606896551724138,2.1162071940899194,1.8744125199494666,0.048,0.7542857142857143,1.9573646894230319,2.0466218608590854,0.024,0.37714285714285717,False,False,False,0
"Iron, ungrouped",113,6.018670235148355,5.514211563062988,0.21706870316823607,0.68,0.9065060240963857,5.875216344072469,0.06323518440358976,0.892,0.9810526315789475,5.716559762081372,0.13017884011690942,0.792,0.9119170984455959,False,False,False,0
L,50,2.0512314752325884,4.120719110408556,-1.4525422903889957,0.092,0.6133333333333333,4.317338655289888,-1.6251271416427127,0.024,0.528,3.983329572242166,-1.3896637202707767,0.084,0.6844444444444444,False,False,False,0
L(LL)3,5,0.47761189210723304,0.5504058358635577,-0.9770267997945181,0.384,0.8451485148514851,0.5495322876970224,-0.9642827645658685,0.356,0.8530612244897958,0.5517798592280662,-1.0477828040451833,0.328,0.7676595744680851,False,False,False,0
L-imp melt,25,2.781454167387938,3.2552105273066503,-0.50829198993252,0.732,0.9093333333333333,3.232898487525793,-0.4896477391355152,0.748,0.9810526315789475,3.2451531516614383,-0.5054318292392167,0.72,0.9119170984455959,False,False,False,0
L-melt breccia,14,1.1940769233753445,1.2350090080678586,-0.627499846618757,0.512,0.8598473282442748,1.2380710784734548,-0.6284393673696802,0.5,0.9322033898305084,1.2335303717237658,-0.5934489462714353,0.532,0.8672463768115942,False,False,False,0
L-melt rock,21,2.5841229857645844,2.9551347273772843,-0.47021512867843324,0.716,0.9093333333333333,2.604240061268363,-0.025462475936849825,0.856,0.9810526315789475,2.9476154554503684,-0.44584238926521347,0.784,0.9119170984455959,False,False,False,0
L-metal,5,0.5819010683624889,0.4261978670112669,1.0951502555995516,0.288,0.8131645569620253,0.4326377643476651,1.0454643811560262,0.284,0.8221052631578947,0.4337348781770758,1.0519589347976006,0.276,0.7652173913043478,False,False,False,0
L/LL3,26,2.150513329234971,3.2474937104803456,-1.0910684790142762,0.336,0.830561797752809,2.809881220193633,-0.717686694830975,0.624,0.9504,3.215371203896275,-1.057505382253645,0.38,0.8196078431372549,False,False,False,0
L/LL4,20,3.221550997884548,2.6126413703404734,0.7248545395792972,0.496,0.8598473282442748,2.7314774882302126,0.5650087125899844,0.608,0.9504,2.646130291122029,0.7031282299885605,0.52,0.8672463768115942,False,False,False,0
L/LL5,16,3.0865100635154694,2.3734539054724095,0.9120670204548561,0.456,0.8598473282442748,2.5368323449135866,0.7352010927264978,0.552,0.9504,2.4347542195927834,0.8971170310913725,0.476,0.8672463768115942,False,False,False,0
L/LL5/6,5,0.8079572481061258,0.680539643739874,0.900409912988631,0.408,0.8598473282442748,0.6651811660524684,1.0321111534765948,0.352,0.8530612244897958,0.6579947985095007,1.0236699218670418,0.32,0.7652173913043478,False,False,False,0
L/LL6,26,3.4405270228455676,2.982465380476758,0.460227308912569,0.612,0.8742857142857142,2.911620057872009,0.5309000220092648,0.568,0.9504,2.936261341191496,0.5345947736231551,0.54,0.8672463768115942,False,False,False,0
L3,365,14.099603720003241,10.126611209330703,0.9883761497462561,0.404,0.8598473282442748,8.644845310246419,1.4049948667657035,0.236,0.8221052631578947,10.705676303868211,0.754125000746319,0.52,0.8672463768115942,False,False,False,0
L3-5,13,1.3278861786160756,2.1836169737266102,-1.321491242266658,0.168,0.7479999999999999,1.9225131713276442,-0.8402206300196965,0.472,0.9322033898305084,2.2848136670377115,-1.3581312345214969,0.184,0.7586206896551724,False,False,False,0
L3-6,32,4.554957305218766,3.3476858433701446,1.1102707289867981,0.332,0.830561797752809,3.250492362755044,1.1331229194787542,0.376,0.8530612244897958,3.248818080222564,1.269525560849209,0.256,0.7652173913043478,False,False,False,0
L3.1,13,2.4407025779478255,1.9642853999287753,0.5965795649976313,0.596,0.8742857142857142,1.704003269861495,1.0510650879569872,0.352,0.8530612244897958,1.9128332997833053,0.6528986297656376,0.576,0.8912820512820512,False,False,False,0
L3.2,15,1.7867101153766731,2.4863054930178734,-1.0582522670327779,0.36,0.8425531914893617,2.290818205020484,-0.7485789037987374,0.604,0.9504,2.4769435238582154,-1.019772471620191,0.324,0.7664516129032258,False,False,False,0
L3.3,17,1.577542404272282,2.574961752826026,-1.2209209320938124,0.268,0.8131645569620253,2.216190549678544,-0.820487781362263,0.544,0.9504,2.539163960970717,-1.1859877459215038,0.296,0.7652173913043478,False,False,False,0
L3.4,51,2.064142958729209,4.434943845490982,-1.7786114220607547,0.0,0.0,4.353886411382401,-1.7953580705910575,0.004,0.22,4.411803001734893,-1.8374232919753153,0.004,0.176,True,False,False,1
L3.5,88,5.994354056816473,5.384499351902041,0.31553173927645706,0.732,0.9093333333333333,5.520229341420999,0.23932096938997677,0.752,0.9810526315789475,5.493833523442972,0.24464448883514608,0.776,0.9119170984455959,False,False,False,0
L3.6,48,4.698797989477794,4.086428743469426,0.4430566641126202,0.632,0.8745,4.000949475682467,0.5311889486437831,0.528,0.9504,4.142299441725825,0.40572977086790746,0.668,0.9071604938271606,False,False,False,0
L3.7,49,3.4796790954916665,4.018082881265327,-0.37061060779239097,0.832,0.9412935323383084,3.990517353363139,-0.3387578100676906,0.896,0.9810526315789475,4.194513214843094,-0.47661981261075176,0.724,0.9119170984455959,False,False,False,0
L3.8,66,3.0894671141928947,4.625555418255394,-0.940597259865665,0.36,0.8425531914893617,3.871081883860453,-0.4583890028538564,0.856,0.9810526315789475,4.781419800301852,-1.0284063873637908,0.304,0.7652173913043478,False,False,False,0
L3.8-6,9,2.264433331656303,2.3982820248994363,-0.4127428996289149,0.752,0.9134782608695653,2.268011513723568,-0.0111363714654588,0.984,0.9925114155251141,2.3768304890518364,-0.3550703109650838,0.76,0.9119170984455959,False,False,False,0
L3.9,27,3.920606998458653,2.8477732702886267,0.9372430915948905,0.44,0.8598473282442748,3.1747239697359078,0.6537571036259663,0.58,0.9504,2.9123670857569257,0.8424874326897072,0.504,0.8672463768115942,False,False,False,0
L3/4,12,1.098137492571235,1.1888794622508898,-0.5304284063899739,0.7,0.9093333333333333,1.1739856940985,-0.44924011892779664,0.7,0.9810526315789475,1.1967855969448427,-0.5602742911850713,0.668,0.9071604938271606,False,False,False,0
L4,1253,7.5967716774083405,18.051814597479282,-1.400274392004069,0.08,0.606896551724138,17.337499201681553,-1.2833180934473527,0.112,0.8221052631578947,18.674750920156423,-1.41556615600709,0.064,0.5866666666666667,False,False,False,0
L4-5,24,4.290319973028572,2.8165991635261225,1.5561065291030518,0.204,0.7479999999999999,2.3477305830569764,2.088836513231475,0.096,0.8221052631578947,2.9019239851397307,1.3770830320993648,0.264,0.7652173913043478,False,False,False,0
L4-6,33,4.889593361058518,3.379276698628857,1.3148261935361247,0.3,0.8148148148148148,2.9765148394584537,1.6538492785983279,0.168,0.8221052631578947,3.3596421325160843,1.329269369365736,0.292,0.7652173913043478,False,False,False,0
L4/5,59,2.740257399451162,4.302615671008956,-1.0303172922793475,0.292,0.8131645569620253,3.6866390867475483,-0.6492073547587089,0.644,0.9504,4.464211492517599,-1.1246818648661754,0.26,0.7652173913043478,False,False,False,0
L5,4794,18.431195267270375,34.44345403548592,-1.3553040849078648,0.292,0.8131645569620253,32.66261470845664,-1.0617884166945533,0.344,0.8530612244897958,33.434233357128136,-1.28857598636739,0.308,0.7652173913043478,False,False,False,0
L5 ,21,2.0634658636083456,1.8459601162707175,1.5934945738221182,0.112,0.613953488372093,1.844681835303765,1.583776908455119,0.144,0.8221052631578947,1.838537766593283,1.5930587558931155,0.16,0.7516666666666666,False,False,False,0
L5-6,41,5.177314731826593,3.742725206348916,1.1015374593859544,0.344,0.8408888888888888,3.31452496038612,1.4125702098389028,0.24,0.8221052631578947,3.6070081081180008,1.2277561164876512,0.296,0.7652173913043478,False,False,False,0
L5/6,109,6.2608012825581785,5.709161556791485,0.25830166041796127,0.72,0.9093333333333333,4.989576264834753,0.5926788579065936,0.464,0.9322033898305084,5.926960972727955,0.15828252711490406,0.752,0.9119170984455959,False,False,False,0
L6,8279,9.658689718314244,38.49764035782068,-3.1549634048842377,0.0,0.0,38.08843931711152,-2.924570709830166,0.0,0.0,38.62855579442323,-2.9915392391412747,0.0,0.0,True,True,True,3
L6 ,54,2.5588335757173795,2.9409608329210513,-1.2455388929465405,0.284,0.8131645569620253,2.9228838712635614,-1.1949023718535734,0.292,0.8342857142857142,2.913131376099688,-1.1360452196644975,0.356,0.791111111111111,False,False,False,0
L6-melt breccia,10,0.9945003735339343,1.9339562259728327,-1.7581326220460196,0.004,0.088,1.6972877914502178,-1.3174689081807254,0.052,0.7626666666666666,1.9594988165456346,-1.764255544816406,0.024,0.37714285714285717,True,False,False,1
L6/7,9,1.5842191819430078,2.0081974254638326,-0.8714981651619027,0.472,0.8598473282442748,1.9887784820166798,-0.8913431044320659,0.444,0.9215094339622643,1.9276585674019047,-0.7250572558469861,0.568,0.886241134751773,False,False,False,0
L7,21,3.111513472171531,3.518186872033158,-0.7585724328791376,0.628,0.8745,3.2958384441355544,-0.3848538187613691,0.932,0.9810526315789475,3.5077955479301575,-0.7265402702934887,0.664,0.9071604938271606,False,False,False,0
LL,225,4.512530347863621,8.424864565721649,-1.2371918893807623,0.204,0.7479999999999999,8.015034766438065,-1.20514136366255,0.208,0.8221052631578947,8.473820348472303,-1.2229221909640826,0.24,0.7652173913043478,False,False,False,0
LL(L)3,7,1.781443321488255,1.745603194672477,0.0778368065218064,0.936,0.9667605633802817,1.6241841598993119,0.37816242133962463,0.72,0.9810526315789475,1.7179924110605576,0.13591857318685632,0.908,0.9464150943396227,False,False,False,0
LL-melt breccia,54,2.6372137739261414,2.884232405085255,-1.060156160189717,0.372,0.8451485148514851,2.8494100030803144,-0.8792316428671028,0.452,0.9293457943925233,2.8434566330447075,-0.8567953132544915,0.468,0.8672463768115942,False,False,False,0
LL-melt rock,7,1.3503268293611506,1.725329780225241,-0.8046368810899928,0.58,0.8742857142857142,1.5635987952272692,-0.48356203933653363,0.836,0.9810526315789475,1.7072116034827223,-0.7664423607339499,0.624,0.8912820512820512,False,False,False,0
LL3,128,2.799596291500932,6.433202559632547,-1.6072800946256225,0.008,0.13538461538461538,5.364951618963667,-1.221654868370922,0.128,0.8221052631578947,6.624756967361647,-1.611683584238956,0.028,0.385,False,False,False,0
LL3-6,9,2.176958656425517,1.572300420038761,0.8808571889663469,0.504,0.8598473282442748,1.3108664937413341,1.519589258565892,0.228,0.8221052631578947,1.5008204192884598,0.9914977784078086,0.44,0.8672463768115942,False,False,False,0
LL3.1,6,1.2739885337539154,1.5374722090578723,-0.7133255336791121,0.6,0.8742857142857142,1.5777218873152286,-0.7491709261527445,0.628,0.9504,1.5223510434387948,-0.6295694423254693,0.68,0.9119170984455959,False,False,False,0
LL3.2,14,2.8331236333584915,2.332894866967229,0.7299797731981414,0.528,0.8604444444444446,2.2703083371657597,0.7948420458287673,0.5,0.9322033898305084,2.3288219215124353,0.7471885143584759,0.536,0.8672463768115942,False,False,False,0
LL3.3,15,1.6959337715712883,2.3859898975556133,-0.9498623595540411,0.44,0.8598473282442748,2.184283716248915,-0.6574334597567066,0.64,0.9504,2.375699796608277,-0.8642672612982712,0.508,0.8672463768115942,False,False,False,0
LL3.4,20,2.4256927045356402,2.9368627931759095,-0.6619647917684701,0.6,0.8742857142857142,3.1247799029637155,-0.9746077567552857,0.38,0.8530612244897958,3.0193116869119296,-0.8277164580126981,0.492,0.8672463768115942,False,False,False,0
LL3.5,17,1.4706132904848424,2.705028548425297,-1.6099612145672222,0.076,0.606896551724138,2.307310781660857,-1.1867565647440137,0.144,0.8221052631578947,2.62565027628271,-1.470413393255391,0.08,0.676923076923077,False,False,False,0
LL3.6,17,3.749549657379981,2.6270173614636425,1.510292735641069,0.2,0.7479999999999999,2.9330047379420265,1.3260546007330127,0.256,0.8221052631578947,2.757816032482836,1.507331557788193,0.164,0.7516666666666666,False,False,False,0
LL3.7,26,2.715661329474349,3.0897240355985898,-0.38664414174139994,0.828,0.9412935323383084,2.7112059475293204,0.004626139968529495,0.816,0.9810526315789475,3.0126748628295323,-0.31043503812289486,0.888,0.9464150943396227,False,False,False,0
LL3.8,28,1.9975718268488736,2.9821921047936604,-0.8663322461756645,0.516,0.8600000000000001,2.38790617308084,-0.39847524848108967,0.904,0.9810526315789475,2.902594725245428,-0.7696035752746262,0.6,0.8912820512820512,False,False,False,0
LL3.9,16,2.039769405242076,2.4851232910684264,-0.6149555585033998,0.64,0.8745341614906833,2.322150665983426,-0.42438386782190296,0.772,0.9810526315789475,2.493264152091202,-0.6686073830967045,0.608,0.8912820512820512,False,False,False,0
LL4,268,6.43288150058146,8.291371052274968,-0.5626058373863875,0.756,0.9134782608695653,8.08779212658461,-0.4830542625241905,0.744,0.9810526315789475,9.026222094701017,-0.7299677201874274,0.552,0.8736690647482015,False,False,False,0
LL4-5,10,1.4618429000099664,0.917973208493039,2.681292934454053,0.0,0.0,0.922980848020984,2.683267644220698,0.008,0.25142857142857145,0.928377380965386,2.6965792768650156,0.008,0.25142857142857145,True,False,False,1
LL4-6,34,1.9277601364620323,3.527863490251128,-1.3872824693712578,0.068,0.606896551724138,3.2278912974106704,-1.1461283135483145,0.244,0.8221052631578947,3.511866061187584,-1.4453202431550798,0.104,0.7380645161290322,False,False,False,0
LL4/5,5,1.4879666671135643,1.5568585053865467,-0.21842269305408943,0.852,0.9412935323383084,1.4173696174393433,0.22773200733037313,0.792,0.9810526315789475,1.532006415341519,-0.13774924260020407,0.884,0.9464150943396227,False,False,False,0
LL5,2766,18.83029040844298,26.893419702749792,-0.6815463793154488,0.636,0.8745,23.472465466740452,-0.39922768006232306,0.912,0.9810526315789475,27.190099754826665,-0.6958489212447755,0.608,0.8912820512820512,False,False,False,0
LL5-6,40,1.6716456761935994,3.5743112766742717,-1.4110691181183883,0.12,0.613953488372093,2.737719229270564,-0.8503455767007553,0.436,0.9215094339622643,3.6195874297437065,-1.4133065860868623,0.144,0.7516666666666666,False,False,False,0
LL5/6,48,4.575585508976068,4.334491477475538,0.17362996384574023,0.836,0.9412935323383084,3.7434226257160934,0.6704710861815063,0.476,0.9322033898305084,4.2993246804783265,0.19457367310388157,0.8,0.9119170984455959,False,False,False,0
LL6,2043,10.805522628453842,24.086417620367804,-1.2745046104071784,0.16,0.7479999999999999,22.624456884789005,-1.1428376399100095,0.224,0.8221052631578947,22.245588406242444,-1.1122692850405573,0.216,0.7652173913043478,False,False,False,0
LL7,22,1.1838922321025973,1.2281278993294582,-0.5638739259956315,0.5,0.8598473282442748,1.229183160383508,-0.6304751230178575,0.488,0.9322033898305084,1.2323969295887687,-0.6453491471684093,0.472,0.8672463768115942,False,False,False,0
LL~5,9,1.8893273741590322,2.161074074436818,-1.4240397389449673,0.188,0.7479999999999999,2.144296075565356,-1.3919926675097272,0.152,0.8221052631578947,2.158055219409927,-1.438832095135327,0.156,0.7516666666666666,False,False,False,0
LL~6,5,1.6864098324460934,1.784206816358762,-0.5757327273954204,0.628,0.8745,1.7350917421208676,-0.30892449712485487,0.792,0.9810526315789475,1.7827696464383689,-0.5796531669467598,0.612,0.8912820512820512,False,False,False,0
Lodranite,40,1.7375574181041369,2.978562089166193,-0.8169785483229278,0.612,0.8742857142857142,2.4830566430135788,-0.617539165115639,0.728,0.9810526315789475,2.883483601577259,-0.7645100353629622,0.668,0.9071604938271606,False,False,False,0
Lunar,41,3.3083073018162334,3.872690404004921,-0.4026218575455788,0.76,0.9134782608695653,3.0865747680249718,0.17044225088925902,0.744,0.9810526315789475,3.6855770620693846,-0.2677636866233395,0.848,0.9281592039800995,False,False,False,0
Lunar (anorth),69,1.6904284599391384,3.6640459753524457,-0.9450392330868296,0.336,0.830561797752809,2.779157478640806,-0.7146289787976339,0.5,0.9322033898305084,3.4497146471232556,-0.867541221089457,0.34,0.7711340206185568,False,False,False,0
Lunar (basalt),16,3.147204446418368,2.694787459467798,0.6561889781540438,0.564,0.8742857142857142,2.3897472607218697,1.1264052054462521,0.344,0.8530612244897958,2.7260506335640975,0.6025771987974129,0.656,0.9071604938271606,False,False,False,0
Lunar (feldsp. breccia),27,2.163840476534441,3.0799044030600875,-0.8438040957391603,0.496,0.8598473282442748,2.5985565679678175,-0.43745247768282536,0.9,0.9810526315789475,3.024425781726388,-0.7755155343323963,0.544,0.8672463768115942,False,False,False,0
Lunar (gabbro),6,1.3802882823729634,1.714291986003705,-0.962539429723805,0.448,0.8598473282442748,1.626750792120691,-0.7510491847749219,0.596,0.9504,1.6871470984791195,-0.9160751585214011,0.484,0.8672463768115942,False,False,False,0
L~4,10,1.1547464761595305,1.9663725189041803,-1.2763664649853719,0.18,0.7479999999999999,1.736403130088207,-1.0658347479472021,0.216,0.8221052631578947,1.9176032762470514,-1.1864560512147968,0.204,0.7606779661016948,False,False,False,0
L~5,32,3.856833010649279,3.420908422757401,0.3860249162945134,0.672,0.9065060240963857,2.866538522309913,0.9132499704605787,0.436,0.9215094339622643,3.3855313786330643,0.38990569268264047,0.744,0.9119170984455959,False,False,False,0
L~6,94,3.237291338714372,5.363897814793473,-1.184059593899482,0.22,0.7682539682539682,4.26093575856176,-0.5239639317499286,0.764,0.9810526315789475,5.360769140137617,-1.0765837535687495,0.264,0.7652173913043478,False,False,False,0
Martian (nakhlite),14,1.9788985796229206,2.1999722482681965,-0.29905612203299436,0.872,0.9450246305418719,2.2425030781040842,-0.34009126010517426,0.832,0.9810526315789475,2.252539569487395,-0.3763486069082328,0.808,0.9157360406091369,False,False,False,0
Martian (shergottite),99,2.7434774111893767,5.584845854565663,-1.388965686421878,0.08,0.606896551724138,5.244182465353607,-1.2207764947223851,0.176,0.8221052631578947,5.589695022456426,-1.4769993238475532,0.04,0.44000000000000006,False,False,False,0
Mesosiderite,136,4.881580154814957,6.219858041648331,-0.5909556483981234,0.676,0.9065060240963857,5.47708880777929,-0.2678062754975711,0.996,0.996,6.4246674968566735,-0.6405200626068172,0.7,0.9119170984455959,False,False,False,0
Mesosiderite-A1,6,2.0090874537813423,1.3435698933290208,1.3750232539982572,0.26,0.8131645569620253,1.4452124936716988,1.170785748548545,0.376,0.8530612244897958,1.3023805198722331,1.5311002313177804,0.192,0.7586206896551724,False,False,False,0
Mesosiderite-B2,5,1.784755015392962,1.5265195976264745,0.882361755813657,0.552,0.8674285714285715,1.5661512666189823,0.7777468123494865,0.588,0.9504,1.5248028897364179,0.9274024701986874,0.492,0.8672463768115942,False,False,False,0
Mesosiderite-C,7,2.151506636777653,1.4650874967411591,1.3235472136287822,0.28,0.8131645569620253,1.1679072724053496,1.9484650512021713,0.132,0.8221052631578947,1.4938662372098903,1.254191366500146,0.304,0.7652173913043478,False,False,False,0
Mesosiderite-an,6,1.8198751678434655,1.7363019331992278,0.30609319129057533,0.764,0.9134782608695653,1.7234966139201975,0.3535977285241689,0.812,0.9810526315789475,1.728299278330659,0.32383989636619753,0.736,0.9119170984455959,False,False,False,0
OC,73,5.5463511265882985,4.771535232248881,0.45376535453438954,0.644,0.874567901234568,4.882405878310006,0.36705042031796953,0.64,0.9504,4.635236415061114,0.5064812941603095,0.584,0.8912820512820512,False,False,False,0
OC3,8,1.5708027219039808,1.9255724782293446,-0.8558933444312838,0.468,0.8598473282442748,1.7501660573310134,-0.4920781499475351,0.808,0.9810526315789475,1.9265081746974924,-0.8158992647878478,0.544,0.8672463768115942,False,False,False,0
Pallasite,35,1.4785710048599874,3.2616423891757065,-1.484106701817631,0.016,0.20705882352941177,3.1453902239565394,-1.3319314659763546,0.08,0.8221052631578947,3.381563017741189,-1.5122995061249171,0.044,0.46095238095238095,False,False,False,0
"Pallasite, PMG",38,1.8483423118296922,3.3544274532859237,-1.1289772176264723,0.192,0.7479999999999999,3.4402605615302018,-1.1938493579503757,0.2,0.8221052631578947,3.3770286869684547,-1.1322549654362921,0.22,0.7652173913043478,False,False,False,0
"Pallasite, PMG-an",11,1.9241633686163948,1.8675571875435695,0.08720089305653768,0.828,0.9412935323383084,1.9437229270343443,-0.03153212818117937,0.904,0.9810526315789475,1.9242130302527296,-7.526939007628924e-05,0.932,0.9492592592592594,False,False,False,0
"Pallasite, ungrouped",5,1.8529500377153192,1.518235183915501,1.2006630915764855,0.356,0.8425531914893617,1.401512714896147,1.8163596112168645,0.18,0.8221052631578947,1.5074837676656843,1.2389579855110087,0.32,0.7652173913043478,False,False,False,0
R3,15,2.2604365754870215,1.8232664227810298,1.2771815927940982,0.284,0.8131645569620253,1.7832379855489193,1.4385138470550503,0.204,0.8221052631578947,1.7930544832529822,1.3648455397009895,0.268,0.7652173913043478,False,False,False,0
R3-5,6,0.7788183705145761,1.5194588954964388,-1.601184557336457,0.032,0.3705263157894737,1.3208445803961717,-1.3684096742338265,0.044,0.7542857142857143,1.4730726176774278,-1.5014339177458202,0.024,0.37714285714285717,False,False,False,0
R3-6,10,1.2266120888866525,1.1283019471722868,0.637883948264873,0.612,0.8742857142857142,1.1204039038740865,0.6571410745092092,0.588,0.9504,1.114037575330829,0.7063903505385355,0.592,0.8912820512820512,False,False,False,0
R3.8,9,1.1941262325558974,1.9687239329432187,-1.3992693672537462,0.08,0.606896551724138,1.7557063939593824,-1.1529845584293619,0.196,0.8221052631578947,1.9250443606208856,-1.2985244119319084,0.164,0.7516666666666666,False,False,False,0
R4,42,1.4334022899551786,3.5254814199695366,-1.3873333542785051,0.064,0.606896551724138,2.7647039327472864,-1.0596569663222928,0.144,0.8221052631578947,3.392803687109608,-1.2712171043974703,0.072,0.6335999999999999,False,False,False,0
R5,20,3.7603777735506236,2.5966008034334727,1.193113819111865,0.376,0.8451485148514851,2.2672698085572476,1.7742145326061765,0.184,0.8221052631578947,2.510792306791174,1.3242599014174794,0.308,0.7652173913043478,False,False,False,0
R6,9,1.1787463699775096,1.1233207330593062,0.41353871809693066,0.684,0.9065060240963857,1.1302705372853807,0.3647679715838723,0.724,0.9810526315789475,1.1355690596972314,0.33230960911924595,0.728,0.9119170984455959,False,False,False,0
Stone-uncl,30,2.8937119157389666,3.073110253709481,-0.16569287323308377,0.98,0.9889908256880734,3.374443250984616,-0.42505524737369565,0.868,0.9810526315789475,2.6751302454031896,0.23447504941732136,0.628,0.8912820512820512,False,False,False,0
Ureilite,300,3.008258979858941,9.481409911400544,-1.6733813174768348,0.0,0.0,7.922698380215217,-1.3795627414744354,0.028,0.56,9.350068939757492,-1.727949079884931,0.004,0.176,True,False,False,1
Ureilite-pmict,23,1.7741599142313191,2.675218042476503,-0.8444565614013543,0.608,0.8742857142857142,2.3029080821641483,-0.5658201897885724,0.856,0.9810526315789475,2.5491471117713127,-0.7486328909446363,0.68,0.9119170984455959,False,False,False,0
Winonaite,25,4.141134339555796,2.8304547789038463,1.212234795509284,0.352,0.8425531914893617,3.4648598200409406,0.6155720543984022,0.736,0.9810526315789475,2.819953258890661,1.1770554619949811,0.408,0.863076923076923,False,False,False,0
